sfen	depth	ev	mate	nodes	best	pv
r1bqkb1r/pppp1ppp/2n5/3BP3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -	5	0	False	244	e4c5	['e4c5', 'f3d4', 'c6e5']
r1bqkb1r/pppp1ppp/2n5/3BP3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -	6	-32	False	1429	f8b4	['f8b4', 'b1d2', 'e4d2']
r1bqkb1r/pppp1ppp/2n5/3BP3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -	7	0	False	3269	e4c5	['e4c5', 'c2c3', 'd4c3', 'b1c3', 'd7d6']
r1bqkb1r/pppp1ppp/2n5/3BP3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -	8	36	False	5413	e4c5	['e4c5', 'e1g1', 'c5e6', 'c2c3', 'd4c3']
r1bqkb1r/pppp1ppp/2n5/3BP3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -	9	5	False	10473	e4c5	['e4c5', 'f3d4', 'c6d4', 'd1d4', 'c7c6', 'd5f3']
r1bqkb1r/pppp1ppp/2n5/3BP3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -	10	-6	False	18217	e4c5	['e4c5', 'e1g1', 'c5e6', 'c2c3', 'f8c5', 'd5e6', 'd7e6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	1	9	False	57	b8c6	['b8c6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	2	9	False	111	b8c6	['b8c6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	3	-26	False	174	b8d7	['b8d7', 'h4g6', 'h7g6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	4	-60	False	243	b8c6	['b8c6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	5	-60	False	288	b8c6	['b8c6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	6	-60	False	338	b8c6	['b8c6', 'h4g6', 'h7g6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	7	0	False	1244	b8d7	['b8d7', 'c1e3', 'f8c5', 'd1c1']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	8	-56	False	3021	b8c6	['b8c6', 'c1e3', 'f8d6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	9	-67	False	3898	b8c6	['b8c6', 'c1e3', 'f8b4', 'h4g6']
rn2kb1r/1pq2ppp/p3pnb1/8/2P4N/2N4P/PP2BPP1/R1BQ1RK1 b kq -	10	-75	False	13213	f8c5	['f8c5', 'e2f3', 'b8c6', 'f3c6', 'c7c6', 'c1f4']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	1	-8	False	3	e8d7	['e8d7']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	2	-58	False	7	e6d7	['e6d7']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	3	-58	False	14	e6d7	['e6d7']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	4	-58	False	18	e6d7	['e6d7']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	5	-56	False	22	e6d7	['e6d7', 'a1d1']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	6	13	False	192	e8d7	['e8d7', 'a1d1', 'd7c8', 'e2d3']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	7	-4	False	1186	e6d7	['e6d7', 'a1d1', 'd7c6']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	8	-65	False	2744	e6d7	['e6d7', 'a1d1', 'd7c6']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	9	-40	False	7600	e6d7	['e6d7', 'e2f3', 'e8c8', 'f3d5', 'd7e8', 'e1c1', 'f6e7']
r3k2r/1ppQ1ppp/p3bb2/4p3/8/P1P1B2P/1PP1BPP1/R3K2R b KQkq -	10	-17	False	17562	e6d7	['e6d7', 'e2f3', 'e8c8', 'f3d5', 'd7e8', 'e1c1', 'c7c6', 'd5c4', 'd8d1', 'h1d1', 'c8c7', 'g2g4']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	1	24	False	19	d7d5	['d7d5']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	2	-10	False	74	g8f6	['g8f6']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	3	-20	False	108	d7d5	['d7d5']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	4	-20	False	128	d7d5	['d7d5']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	5	-20	False	178	d7d5	['d7d5', 'c2c3']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	6	13	False	2163	c7c5	['c7c5', 'd4d5', 'g8f6']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	7	17	False	4751	d7d5	['d7d5', 'c1f4', 'e7e6']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	8	-13	False	6750	d7d5	['d7d5', 'c1f4', 'e7e6']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	9	5	False	20847	e7e6	['e7e6', 'g1f3', 'g8f6', 'g2g3', 'c7c5', 'f1g2', 'c5d4', 'e1g1', 'd7d5']
rnbqkbnr/1ppppppp/p7/8/P2P4/8/1PP1PPPP/RNBQKBNR b KQkq -	10	11	False	26941	e7e6	['e7e6', 'g1f3', 'c7c5', 'e2e4', 'd7d5', 'e4d5', 'e6d5', 'f1e2']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	1	8	False	21	b5a5	['b5a5']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	2	8	False	80	b5a5	['b5a5']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	3	8	False	290	b5a5	['b5a5']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	4	8	False	391	b5a5	['b5a5']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	5	-775	False	414	b5a5	['b5a5']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	6	-5	False	1062	b5a5	['b5a5', 'd3c3']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	7	13	False	4721	b5b2	['b5b2', 'd3a3', 'b2c2', 'a3a5', 'c2c3', 'e3f4']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	8	21	False	13325	b5a5	['b5a5', 'e3d2', 'a5a2', 'd2c1', 'a2h2', 'd3e3']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	9	28	False	18342	b5a5	['b5a5', 'e3d4', 'a5a8', 'f3f4', 'a8a5', 'd4c3', 'a5a2']
8/5pk1/5p1p/1r5P/4P1P1/3RKP2/8/8 b - -	10	29	False	27070	b5a5	['b5a5', 'e3d4', 'a5a8', 'f3f4', 'a8a2', 'd4d5', 'a2f2', 'f4f5', 'f2f4', 'e4e5', 'f4g4']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	1	3	False	42	d5f4	['d5f4']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	2	-43	False	105	f8d8	['f8d8']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	3	-46	False	167	e6f4	['e6f4']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	4	-46	False	211	e6f4	['e6f4']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	5	-209	False	255	e6f4	['e6f4']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	6	-209	False	320	e6f4	['e6f4', 'g3f4']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	7	-131	False	1808	f8d8	['f8d8', 'd6e4', 'd5f4', 'g3f4', 'd7d1', 'c1d1']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	8	-168	False	2159	f8d8	['f8d8', 'd6e4', 'd5f4', 'g3f4', 'e6f4', 'd1d7']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	9	-168	False	3177	f8d8	['f8d8', 'd6e4', 'd5f4', 'g3f4', 'e6f4', 'd1d7', 'd8d7']
q4rk1/3r1ppp/p2Nn3/1p1n4/8/1P4B1/1P3PPP/2RRQ1K1 b - -	10	-101	False	11542	f8d8	['f8d8', 'd6e4', 'h7h6', 'f2f3', 'd5f4', 'd1d7', 'd8d7', 'c1d1', 'a8d8', 'd1d7', 'd8d7']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	1	-1	False	39	h7h6	['h7h6']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	2	-16	False	82	a5a4	['a5a4']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	3	-40	False	161	b7b6	['b7b6']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	4	-40	False	201	b7b6	['b7b6']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	5	-119	False	242	b7b6	['b7b6']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	6	-5	False	1246	h7h6	['h7h6', 'g5h4', 'b7b6', 'h4f2', 'a5a4']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	7	-15	False	1511	h7h6	['h7h6', 'g5h4', 'a5a4', 'g2g4', 'a4a3']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	8	-49	False	1941	h7h6	['h7h6', 'g5h4', 'a5a4', 'g2g4', 'a4a3']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	9	54	False	12877	h7h6	['h7h6', 'g5h4', 'b7b6', 'd3c4', 'e8g8', 'g2g4', 'd6d5', 'g4g5', 'h6g5', 'd2g5', 'd5c4']
1r2k2r/1q1bbppp/3ppn2/p5BP/1p1NP3/3B1P2/PPPQ2P1/1K1R3R b k -	10	99	False	29961	h7h6	['h7h6', 'g5h4', 'a5a4', 'g2g4', 'b7c7', 'b2b3', 'c7c3', 'd4e2']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	1	-19	False	43	f8c5	['f8c5']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	2	-73	False	93	f8d6	['f8d6']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	3	-75	False	164	f8c5	['f8c5']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	4	-131	False	210	f8d6	['f8d6']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	5	-205	False	256	f8d6	['f8d6']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	6	-185	False	749	f8c5	['f8c5', 'h2h3', 'c8d7']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	7	-47	False	2197	f8d6	['f8d6', 'h2h3', 'b7b6', 'f1e1', 'e8g8', 'c2c3', 'c8b7']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	8	-54	False	4234	f8d6	['f8d6', 'h2h3', 'b7b6', 'f1e1', 'e8g8', 'c2c3']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	9	-65	False	4994	f8d6	['f8d6', 'h2h3', 'b7b6', 'c2c3', 'e8g8', 'a4a5', 'b6a5']
r1b1kb1r/1pq2ppp/p3pn2/8/P2N4/1B6/1PP2PPP/R1BQ1RK1 b kq -	10	-119	False	6878	f8d6	['f8d6', 'h2h3', 'b7b6', 'c2c3', 'e8g8']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	1	-15	False	4	b8d7	['b8d7']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	2	-15	False	8	b8d7	['b8d7']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	3	-15	False	12	b8d7	['b8d7']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	4	-15	False	16	b8d7	['b8d7']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	5	-318	False	23	b8d7	['b8d7']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	6	-135	False	278	b8d7	['b8d7', 'a2a3', 'c8c3', 'c1d2']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	7	-117	False	1085	e8d7	['e8d7', 'e6g5', 'c8c3', 'c1d2', 'c3c4', 'd1g4', 'd7e8']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	8	92	False	8780	b8d7	['b8d7', 'e1g1', 'd7c5', 'e6g5', 'c5e6']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	9	-49	False	11443	e8d7	['e8d7', 'e6g5', 'c8c3', 'c1d2']
rnq1k2r/pp1Bp2p/3pN1p1/7n/5P2/2P5/P1P3PP/R1BQK2R b KQkq -	10	-47	False	14315	e8d7	['e8d7', 'e6g5', 'c8c3', 'c1d2', 'c3c4', 'a1b1', 'h8c8', 'b1b7', 'd7e8']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	1	-3	False	78	d7f6	['d7f6']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	2	-45	False	165	d8g5	['d8g5']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	3	-45	False	226	d8g5	['d8g5']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	4	-45	False	265	d8g5	['d8g5']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	5	-90	False	313	d8g5	['d8g5']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	6	-119	False	383	d8g5	['d8g5']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	7	-119	False	460	d8g5	['d8g5', 'h4f3', 'g5g3']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	8	-52	False	2760	d7f6	['d7f6', 'h4f3', 'f6h5', 'f3d4', 'c5d4']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	9	-26	False	8826	d7f6	['d7f6', 'h4f3', 'd4b5', 'g3g4', 'h7h6', 'a1e1']
1rbq1r2/3n1pkp/3p2p1/2p1pP2/1p1nP2N/pP1PN1PP/P1PQ2B1/R4RK1 b - -	10	0	False	28021	d7f6	['d7f6', 'h4f3', 'd4b5', 'g3g4', 'b5c3', 'e3d1', 'c3b5']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	1	0	False	48	g5h4	['g5h4', 'g3h4']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	2	0	False	160	g5h4	['g5h4', 'g3h4']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	3	9	False	300	g5h4	['g5h4', 'g3h3']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	4	9	False	412	g5h4	['g5h4', 'g3h3']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	5	11	False	536	g5h4	['g5h4', 'g3h4']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	6	18	False	2177	g8g7	['g8g7', 'g3h3', 'g7h8', 'c4c7', 'e7c7', 'a7c7']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	7	17	False	5936	g8g7	['g8g7', 'g3h3', 'g7g8', 'h4g5', 'h6g5', 'c4c7']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	8	21	False	12756	g5h4	['g5h4', 'g3h4', 'e7e2', 'h4g3', 'e2b2', 'a7c7', 'b2b4', 'c4b4', 'b6b4']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	9	0	False	16215	g5h4	['g5h4', 'g3h4', 'g8g7', 'a7a5', 'b6f6', 'a5f5']
6k1/R1p1rp2/1r5p/6p1/1PR3PP/6K1/5P2/8 b - -	10	14	False	26284	g5h4	['g5h4', 'g3h4', 'b6f6', 'f2f4', 'f6b6', 'a7a1', 'e7e2', 'f4f5']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	1	-21	False	118	d4c3	['d4c3', 'd2c3']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	2	-21	False	302	d4c3	['d4c3', 'd2c3']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	3	-52	False	534	e7c5	['e7c5', 'a1a8', 'f8a8']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	4	-19	False	1091	e7d6	['e7d6', 'b2b4', 'a8a1', 'd1a1', 'd4c3']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	5	-19	False	1340	e7d6	['e7d6', 'b2b4', 'a8a1', 'd1a1', 'd4c3', 'd2c3']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	6	-19	False	2054	e7d6	['e7d6', 'b2b4', 'a8a1', 'd1a1', 'd4c3', 'd2c3']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	7	2	False	6191	f8e8	['f8e8', 'c3d4', 'a8a1', 'd1a1', 'e5d4']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	8	-2	False	12168	e7d6	['e7d6', 'd1c1', 'a8a1', 'c1a1', 'g8h7', 'b2b4', 'd4c3']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	9	27	False	27838	d7c5	['d7c5', 'a1a8', 'f8a8', 'd1a1', 'a8e8', 'c3d4', 'e5d4']
r4rk1/2pnqpp1/2n1b2p/1p2p3/3pP3/2PP1N1P/1PBB1PP1/R2RQ1K1 b - -	10	24	False	35865	f8b8	['f8b8', 'c3d4', 'e5d4', 'd1c1', 'a8a1', 'c1a1', 'e7d6', 'b2b4']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	1	19	False	47	c5e3	['c5e3', 'e1e3']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	2	19	False	109	c5e3	['c5e3', 'e1e3']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	3	19	False	154	c5e3	['c5e3', 'e1e3']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	4	19	False	199	c5e3	['c5e3', 'e1e3']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	5	23	False	266	c5e3	['c5e3', 'f2e3']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	6	14	False	1196	c5d4	['c5d4', 'e3d4', 'c6d4']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	7	52	False	3018	c5d4	['c5d4', 'e4e5', 'd7d5', 'e5d6', 'd4e3']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	8	52	False	4115	c5d4	['c5d4', 'e4e5', 'd7d5', 'e5d6', 'd4e3']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	9	85	False	9080	c5d4	['c5d4', 'e4e5', 'e8g8', 'e3d4', 'c6d4', 'e1e4', 'd4f5', 'd3d4', 'd7d6']
r1bqk2r/1p1p1ppp/p1n1p3/2b5/4P3/2NPB3/PP3PPP/R2QRBK1 b kq -	10	48	False	11078	c5d4	['c5d4', 'e4e5', 'e8g8', 'e3d4', 'c6d4', 'e1e4', 'd4f5']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	1	5	False	51	e6d5	['e6d5', 'c4d5']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	2	-11	False	141	e6e5	['e6e5']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	3	-115	False	260	a8e8	['a8e8', 'd5e6', 'd7e6']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	4	-115	False	403	a8e8	['a8e8']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	5	-46	False	973	g6e7	['g6e7', 'd5e6', 'd7e6']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	6	-34	False	1803	g6e7	['g6e7', 'e2d2', 'e6d5']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	7	-57	False	4847	a8e8	['a8e8', 'd5e6', 'd7e6']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	8	-41	False	9478	a8e8	['a8e8', 'e2d2', 'g6e7', 'e3e4', 'f5e4', 'd3e4', 'e6d5', 'e4d5', 'e7d5', 'd2d5', 'f6e6']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	9	-58	False	17398	a8e8	['a8e8', 'd5e6', 'd7e6', 'd3c2', 'e6e5']
r4rk1/p2p2pp/1p2pqn1/2pP1p2/2P2P2/P1RBP3/1P2Q1PP/5R1K b - -	10	-52	False	23067	a8e8	['a8e8', 'e2d2', 'e6e5', 'g2g3', 'g6h8', 'f1f2', 'e5f4', 'e3f4']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	1	0	False	30	f8g7	['f8g7']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	2	0	False	77	f8g7	['f8g7']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	3	0	False	188	f8g7	['f8g7']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	4	0	False	245	f8g7	['f8g7']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	5	2	False	391	c8d7	['c8d7', 'd2d4', 'c5d4', 'f3d4', 'f8g7']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	6	42	False	2468	f8g7	['f8g7', 'e1g1', 'd8c7', 'd2d4', 'c5d4', 'c3d5']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	7	8	False	4103	c8d7	['c8d7', 'e1g1', 'f8g7']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	8	9	False	5724	c8d7	['c8d7', 'e1g1', 'g8f6', 'b5c6', 'd7c6']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	9	24	False	12163	c8d7	['c8d7', 'd2d3', 'a7a6', 'b5c6', 'd7c6', 'a2a4', 'f8g7', 'a4a5']
r1bqkbnr/pp2pp1p/2np2p1/1Bp5/4PP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	10	18	False	18787	c8d7	['c8d7', 'e1g1', 'f8g7', 'd2d3', 'g8f6', 'b5c6', 'd7c6']
